Pattern	S wind	N wind	G wind	S wind new	N wind new	G wind new
M10,D16,H19	32,30	45,70	9,31	32,30	45,70	9,31
M10,D16,H20	31,30	42,80	9,64	31,30	42,80	9,64
M10,D16,H21	30,40	39,90	9,98	30,40	39,90	9,98
M10,D16,H22	29,50	36,90	10,30	29,50	36,90	10,30
M10,D16,H23	28,50	34,00	10,60	28,50	34,00	10,60
M10,D16,H24	27,60	31,10	11,00	27,60	31,10	11,00
M10,D17,H01	26,70	28,20	11,30	26,70	28,20	11,30
M10,D17,H02	24,40	25,80	11,60	24,40	25,80	11,60
M10,D17,H03	22,20	23,30	11,80	22,20	23,30	11,80
M10,D17,H04	19,90	20,90	12,10	19,90	20,90	12,10
M10,D17,H05	17,70	18,40	12,30	17,70	18,40	12,30
M10,D17,H06	15,40	16,00	12,60	15,40	16,00	12,60
M10,D17,H07	13,20	13,60	12,80	13,20	13,60	12,80
M10,D17,H08	15,90	20,20	17,80	15,90	20,20	17,80
M10,D17,H09	18,60	26,80	22,70	18,60	26,80	22,70
M10,D17,H10	21,40	33,40	27,70	21,40	33,40	27,70
M10,D17,H11	24,10	40,00	32,60	24,10	40,00	32,60
M10,D17,H12	26,80	46,60	37,60	26,80	46,60	37,60
M10,D17,H13	29,60	53,20	42,50	29,60	53,20	42,50
M10,D17,H14	32,30	49,40	41,20	32,30	49,40	41,20
M10,D17,H15	35,10	45,50	39,90	35,10	45,50	39,90
M10,D17,H16	37,80	41,70	38,50	37,80	41,70	38,50
M10,D17,H17	40,60	37,90	37,20	40,60	37,90	37,20
M10,D17,H18	43,40	34,10	35,90	43,40	34,10	35,90
M10,D17,H19	46,10	30,30	34,60	46,10	30,30	34,60
M10,D17,H20	48,30	28,90	34,30	48,30	28,90	34,30
M10,D17,H21	50,50	27,40	34,00	50,50	27,40	34,00
M10,D17,H22	52,70	26,00	33,80	52,70	26,00	33,80
M10,D17,H23	54,80	24,60	33,50	54,80	24,60	33,50
M10,D17,H24	57,00	23,10	33,20	57,00	23,10	33,20
M10,D18,H01	59,20	21,70	33,00	59,20	21,70	33,00
M10,D18,H02	57,80	20,90	36,60	57,80	20,90	36,60
M10,D18,H03	56,50	20,10	40,20	56,50	20,10	40,20
M10,D18,H04	55,10	19,30	43,90	55,10	19,30	43,90
M10,D18,H05	53,70	18,50	47,50	53,70	18,50	47,50
M10,D18,H06	52,40	17,70	51,10	52,40	17,70	51,10
M10,D18,H07	51,00	17,00	54,80	51,00	17,00	54,80
M10,D18,H08	52,20	14,40	57,00	52,20	14,40	57,00
M10,D18,H09	53,30	11,90	59,10	53,30	11,90	59,10
M10,D18,H10	54,50	9,36	61,30	54,50	9,36	61,30
M10,D18,H11	55,60	6,83	63,50	55,60	6,83	63,50
M10,D18,H12	56,80	4,30	65,70	56,80	4,30	65,70
M10,D18,H13	58,00	1,77	67,90	58,00	1,77	67,90
M10,D18,H14	58,70	2,05	62,60	58,70	2,05	62,60
M10,D18,H15	59,40	2,32	57,30	59,40	2,32	57,30
M10,D18,H16	60,10	2,60	52,00	60,10	2,60	52,00
M10,D18,H17	60,90	2,87	46,70	60,90	2,87	46,70
M10,D18,H18	61,60	3,15	41,40	61,60	3,15	41,40
M10,D18,H19	62,30	3,43	36,00	62,30	3,43	36,00
M10,D18,H20	64,00	5,14	35,90	64,00	5,14	35,90
M10,D18,H21	65,60	6,85	35,80	65,60	6,85	35,80
M10,D18,H22	67,30	8,56	35,60	67,30	8,56	35,60
M10,D18,H23	69,00	10,30	35,50	69,00	10,30	35,50
M10,D18,H24	70,60	12,00	35,30	70,60	12,00	35,30
M10,D19,H01	72,30	13,70	35,20	72,30	13,70	35,20
M10,D19,H02	69,10	16,60	32,60	69,10	16,60	32,60
M10,D19,H03	65,80	19,60	29,90	65,80	19,60	29,90
M10,D19,H04	62,60	22,50	27,30	62,60	22,50	27,30
M10,D19,H05	59,30	25,50	24,70	59,30	25,50	24,70
M10,D19,H06	56,10	28,40	22,00	56,10	28,40	22,00
M10,D19,H07	52,80	31,40	19,40	52,80	31,40	19,40
M10,D19,H08	55,00	33,10	19,90	55,00	33,10	19,90
M10,D19,H09	57,30	34,80	20,30	57,30	34,80	20,30
M10,D19,H10	59,50	36,50	20,80	59,50	36,50	20,80
M10,D19,H11	61,70	38,30	21,20	61,70	38,30	21,20
M10,D19,H12	63,90	40,00	21,70	63,90	40,00	21,70
M10,D19,H13	66,10	41,70	22,10	66,10	41,70	22,10
M10,D19,H14	64,40	45,20	21,20	64,40	45,20	21,20
M10,D19,H15	62,70	48,70	20,20	62,70	48,70	20,20
M10,D19,H16	61,00	52,30	19,20	61,00	52,30	19,20
M10,D19,H17	59,40	55,80	18,30	59,40	55,80	18,30
M10,D19,H18	57,70	59,30	17,30	57,70	59,30	17,30
M10,D19,H19	56,00	62,80	16,30	56,00	62,80	16,30
M10,D19,H20	54,00	58,60	16,50	54,00	58,60	16,50
M10,D19,H21	51,90	54,30	16,80	51,90	54,30	16,80
M10,D19,H22	49,90	50,10	17,00	49,90	50,10	17,00
M10,D19,H23	47,90	45,80	17,20	47,90	45,80	17,20
M10,D19,H24	45,80	41,60	17,40	45,80	41,60	17,40
M10,D20,H01	43,80	37,30	17,60	43,80	37,30	17,60
M10,D20,H02	44,10	39,10	18,40	44,10	39,10	18,40
M10,D20,H03	44,30	40,80	19,10	44,30	40,80	19,10
M10,D20,H04	44,60	42,60	19,80	44,60	42,60	19,80
M10,D20,H05	44,90	44,30	20,50	44,90	44,30	20,50
M10,D20,H06	45,10	46,00	21,20	45,10	46,00	21,20
M10,D20,H07	45,40	47,80	21,90	45,40	47,80	21,90
M10,D20,H08	48,80	51,30	26,80	48,80	51,30	26,80
M10,D20,H09	52,30	54,90	31,70	52,30	54,90	31,70
M10,D20,H10	55,70	58,40	36,60	55,70	58,40	36,60
M10,D20,H11	59,10	62,00	41,50	59,10	62,00	41,50
M10,D20,H12	62,60	65,50	46,40	62,60	65,50	46,40
M10,D20,H13	66,00	69,10	51,30	66,00	69,10	51,30
M10,D20,H14	65,50	70,10	52,00	65,50	70,10	52,00
M10,D20,H15	64,90	71,10	52,80	64,90	71,10	52,80
M10,D20,H16	64,40	72,10	53,60	64,40	72,10	53,60
M10,D20,H17	63,90	73,10	54,30	63,90	73,10	54,30
M10,D20,H18	63,40	74,00	55,10	63,40	74,00	55,10
M10,D20,H19	62,80	75,00	55,90	62,80	75,00	55,90
M10,D20,H20	63,90	77,50	55,00	63,90	77,50	55,00
M10,D20,H21	64,90	80,00	54,10	64,90	80,00	54,10
M10,D20,H22	66,00	82,50	53,30	66,00	82,50	53,30
M10,D20,H23	67,00	85,00	52,40	67,00	85,00	52,40
M10,D20,H24	68,00	87,50	51,50	68,00	87,50	51,50
M10,D21,H01	69,10	90,00	50,70	69,10	90,00	50,70
M10,D21,H02	70,10	90,00	49,90	70,10	90,00	49,90
M10,D21,H03	71,10	90,00	49,20	71,10	90,00	49,20
M10,D21,H04	72,20	90,00	48,50	72,20	90,00	48,50
M10,D21,H05	73,20	90,10	47,70	73,20	90,10	47,70
M10,D21,H06	74,20	90,10	47,00	74,20	90,10	47,00
M10,D21,H07	75,30	90,10	46,30	75,30	90,10	46,30
M10,D21,H08	75,70	90,10	47,70	75,70	90,10	47,70
M10,D21,H09	76,10	90,10	49,20	76,10	90,10	49,20
M10,D21,H10	76,50	90,00	50,70	76,50	90,00	50,70
M10,D21,H11	76,90	90,00	52,10	76,90	90,00	52,10
M10,D21,H12	77,20	90,00	53,60	77,20	90,00	53,60
M10,D21,H13	77,60	90,00	55,00	77,60	90,00	55,00
M10,D21,H14	79,10	88,80	53,00	79,10	88,80	53,00
M10,D21,H15	80,60	87,70	50,90	80,60	87,70	50,90
M10,D21,H16	82,10	86,50	48,90	82,10	86,50	48,90
M10,D21,H17	83,60	85,30	46,80	83,60	85,30	46,80
M10,D21,H18	85,10	84,20	44,70	85,10	84,20	44,70
M10,D21,H19	86,60	83,00	42,70	86,60	83,00	42,70
M10,D21,H20	84,70	76,80	43,50	84,70	76,80	43,50
M10,D21,H21	82,70	70,70	44,30	82,70	70,70	44,30
M10,D21,H22	80,80	64,50	45,10	80,80	64,50	45,10
M10,D21,H23	78,80	58,30	45,90	78,80	58,30	45,90
M10,D21,H24	76,90	52,20	46,80	76,90	52,20	46,80
M10,D22,H01	75,00	46,00	47,60	75,00	46,00	47,60
M10,D22,H02	66,20	52,70	46,10	66,20	52,70	46,10
M10,D22,H03	57,40	59,40	44,60	57,40	59,40	44,60
M10,D22,H04	48,60	66,10	43,20	48,60	66,10	43,20
M10,D22,H05	39,80	72,80	41,70	39,80	72,80	41,70
M10,D22,H06	31,00	79,50	40,20	31,00	79,50	40,20
M10,D22,H07	22,20	86,20	38,80	22,20	86,20	38,80
M10,D22,H08	28,50	81,90	42,80	28,50	81,90	42,80
M10,D22,H09	34,80	77,50	46,90	34,80	77,50	46,90
M10,D22,H10	41,20	73,20	50,90	41,20	73,20	50,90
M10,D22,H11	47,50	68,90	55,00	47,50	68,90	55,00
M10,D22,H12	53,80	64,60	59,10	53,80	64,60	59,10
M10,D22,H13	60,10	60,20	63,10	60,10	60,20	63,10
M10,D22,H14	59,70	54,40	64,80	59,70	54,40	64,80
M10,D22,H15	59,20	48,70	66,50	59,20	48,70	66,50
M10,D22,H16	58,70	42,90	68,20	58,70	42,90	68,20
M10,D22,H17	58,30	37,10	69,90	58,30	37,10	69,90
M10,D22,H18	57,80	31,30	71,50	57,80	31,30	71,50
M10,D22,H19	57,40	25,50	73,20	57,40	25,50	73,20
M10,D22,H20	54,80	28,20	74,00	54,80	28,20	74,00
M10,D22,H21	52,30	31,00	74,70	52,30	31,00	74,70
M10,D22,H22	49,80	33,70	75,50	49,80	33,70	75,50
M10,D22,H23	47,30	36,40	76,20	47,30	36,40	76,20
M10,D22,H24	44,70	39,10	77,00	44,70	39,10	77,00
M10,D23,H01	42,20	41,80	77,70	42,20	41,80	77,70
M10,D23,H02	43,60	44,60	77,40	43,60	44,60	77,40
M10,D23,H03	45,00	47,50	77,00	45,00	47,50	77,00
M10,D23,H04	46,50	50,30	76,60	46,50	50,30	76,60
M10,D23,H05	47,90	53,10	76,30	47,90	53,10	76,30
M10,D23,H06	49,30	56,00	75,90	49,30	56,00	75,90
M10,D23,H07	50,70	58,80	75,60	50,70	58,80	75,60
M10,D23,H08	52,00	62,30	75,40	52,00	62,30	75,40
M10,D23,H09	53,30	65,70	75,20	53,30	65,70	75,20
M10,D23,H10	54,60	69,20	75,00	54,60	69,20	75,00
M10,D23,H11	55,90	72,60	74,80	55,90	72,60	74,80
M10,D23,H12	57,10	76,10	74,60	57,10	76,10	74,60
M10,D23,H13	58,40	79,50	74,40	58,40	79,50	74,40
M10,D23,H14	60,50	79,80	71,40	60,50	79,80	71,40
M10,D23,H15	62,60	80,00	68,40	62,60	80,00	68,40
M10,D23,H16	64,70	80,30	65,40	64,70	80,30	65,40
M10,D23,H17	66,80	80,60	62,40	66,80	80,60	62,40
M10,D23,H18	68,90	80,80	59,40	68,90	80,80	59,40
M10,D23,H19	71,00	81,10	56,40	71,00	81,10	56,40
M10,D23,H20	72,80	72,00	53,90	72,80	72,00	53,90
M10,D23,H21	74,60	62,80	51,40	74,60	62,80	51,40
M10,D23,H22	76,40	53,70	49,00	76,40	53,70	49,00
M10,D23,H23	78,20	44,60	46,50	78,20	44,60	46,50
M10,D23,H24	80,00	35,50	44,00	80,00	35,50	44,00
M10,D24,H01	81,80	26,40	41,60	81,80	26,40	41,60
M10,D24,H02	77,00	23,90	42,00	77,00	23,90	42,00
M10,D24,H03	72,20	21,30	42,50	72,20	21,30	42,50
M10,D24,H04	67,40	18,80	43,00	67,40	18,80	43,00
M10,D24,H05	62,60	16,20	43,50	62,60	16,20	43,50
M10,D24,H06	57,90	13,70	44,00	57,90	13,70	44,00
M10,D24,H07	53,10	11,10	44,50	53,10	11,10	44,50
M10,D24,H08	52,00	11,50	47,00	52,00	11,50	47,00
M10,D24,H09	50,90	12,00	49,50	50,90	12,00	49,50
M10,D24,H10	49,80	12,40	52,10	49,80	12,40	52,10
M10,D24,H11	48,80	12,80	54,60	48,80	12,80	54,60
M10,D24,H12	47,70	13,20	57,20	47,70	13,20	57,20
M10,D24,H13	46,60	13,60	59,70	46,60	13,60	59,70
M10,D24,H14	43,70	11,70	54,20	43,70	11,70	54,20
M10,D24,H15	40,70	9,70	48,70	40,70	9,70	48,70
M10,D24,H16	37,80	7,73	43,20	37,80	7,73	43,20
M10,D24,H17	34,80	5,76	37,70	34,80	5,76	37,70
M10,D24,H18	31,90	3,79	32,20	31,90	3,79	32,20
M10,D24,H19	29,00	1,83	26,70	29,00	1,83	26,70
M10,D24,H20	25,00	6,89	26,90	25,00	6,89	26,90
M10,D24,H21	21,10	12,00	27,20	21,10	12,00	27,20
M10,D24,H22	17,10	17,00	27,50	17,10	17,00	27,50
M10,D24,H23	13,20	22,10	27,70	13,20	22,10	27,70
M10,D24,H24	9,23	27,10	28,00	9,23	27,10	28,00
M10,D25,H01	5,28	32,20	28,30	5,28	32,20	28,30
M10,D25,H02	7,18	32,60	31,60	7,18	32,60	31,60
M10,D25,H03	9,08	33,10	34,90	9,08	33,10	34,90
M10,D25,H04	11,00	33,50	38,20	11,00	33,50	38,20
M10,D25,H05	12,90	33,90	41,50	12,90	33,90	41,50
M10,D25,H06	14,80	34,30	44,80	14,80	34,30	44,80
M10,D25,H07	16,70	34,80	48,10	16,70	34,80	48,10
M10,D25,H08	25,50	32,80	48,80	25,50	32,80	48,80
M10,D25,H09	34,30	30,80	49,40	34,30	30,80	49,40
M10,D25,H10	43,20	28,80	50,10	43,20	28,80	50,10
M10,D25,H11	52,00	26,80	50,70	52,00	26,80	50,70
M10,D25,H12	60,80	24,90	51,40	60,80	24,90	51,40
M10,D25,H13	69,70	22,90	52,00	69,70	22,90	52,00
M10,D25,H14	66,70	25,70	46,40	66,70	25,70	46,40
M10,D25,H15	63,70	28,40	40,70	63,70	28,40	40,70
M10,D25,H16	60,80	31,20	35,00	60,80	31,20	35,00
M10,D25,H17	57,80	34,00	29,30	57,80	34,00	29,30
M10,D25,H18	54,90	36,70	23,60	54,90	36,70	23,60
M10,D25,H19	51,90	39,50	17,90	51,90	39,50	17,90
M10,D25,H20	49,20	37,90	17,30	49,20	37,90	17,30
M10,D25,H21	46,60	36,40	16,80	46,60	36,40	16,80
M10,D25,H22	43,90	34,80	16,20	43,90	34,80	16,20
M10,D25,H23	41,30	33,30	15,60	41,30	33,30	15,60
M10,D25,H24	38,60	31,70	15,10	38,60	31,70	15,10
M10,D26,H01	36,00	30,10	14,50	36,00	30,10	14,50
M10,D26,H02	35,10	27,70	13,00	35,10	27,70	13,00
M10,D26,H03	34,10	25,20	11,50	34,10	25,20	11,50
M10,D26,H04	33,20	22,80	9,95	33,20	22,80	9,95
M10,D26,H05	32,30	20,30	8,43	32,30	20,30	8,43
M10,D26,H06	31,40	17,80	6,90	31,40	17,80	6,90
M10,D26,H07	30,40	15,40	5,38	30,40	15,40	5,38
M10,D26,H08	28,40	16,30	6,12	28,40	16,30	6,12
M10,D26,H09	26,40	17,30	6,87	26,40	17,30	6,87
M10,D26,H10	24,40	18,30	7,61	24,40	18,30	7,61
M10,D26,H11	22,40	19,20	8,35	22,40	19,20	8,35
M10,D26,H12	20,40	20,20	9,10	20,40	20,20	9,10
M10,D26,H13	18,40	21,20	9,84	18,40	21,20	9,84
M10,D26,H14	17,70	21,20	11,20	17,70	21,20	11,20
M10,D26,H15	17,00	21,30	12,50	17,00	21,30	12,50
M10,D26,H16	16,30	21,30	13,80	16,30	21,30	13,80
M10,D26,H17	15,70	21,40	15,10	15,70	21,40	15,10
M10,D26,H18	15,00	21,50	16,40	15,00	21,50	16,40
M10,D26,H19	14,30	21,50	17,70	14,30	21,50	17,70
M10,D26,H20	14,80	20,00	17,60	14,80	20,00	17,60
M10,D26,H21	15,20	18,50	17,40	15,20	18,50	17,40
M10,D26,H22	15,60	16,90	17,20	15,60	16,90	17,20
M10,D26,H23	16,10	15,40	17,10	16,10	15,40	17,10
M10,D26,H24	16,50	13,90	16,90	16,50	13,90	16,90
M10,D27,H01	17,00	12,30	16,80	17,00	12,30	16,80
M10,D27,H02	16,70	11,90	15,70	16,70	11,90	15,70
M10,D27,H03	16,40	11,40	14,70	16,40	11,40	14,70
M10,D27,H04	16,10	10,90	13,70	16,10	10,90	13,70
M10,D27,H05	15,80	10,40	12,70	15,80	10,40	12,70
M10,D27,H06	15,50	9,94	11,70	15,50	9,94	11,70
M10,D27,H07	15,20	9,46	10,70	15,20	9,46	10,70
M10,D27,H08	13,80	9,31	9,48	13,80	9,31	9,48
M10,D27,H09	12,30	9,17	8,28	12,30	9,17	8,28
M10,D27,H10	10,80	9,02	7,08	10,80	9,02	7,08
M10,D27,H11	9,30	8,87	5,89	9,30	8,87	5,89
M10,D27,H12	7,81	8,72	4,69	7,81	8,72	4,69
M10,D27,H13	6,33	8,57	3,50	6,33	8,57	3,50
M10,D27,H14	5,76	8,27	4,33	5,76	8,27	4,33
M10,D27,H15	5,19	7,96	5,17	5,19	7,96	5,17
M10,D27,H16	4,61	7,66	6,01	4,61	7,66	6,01
M10,D27,H17	4,04	7,36	6,84	4,04	7,36	6,84
M10,D27,H18	3,47	7,05	7,68	3,47	7,05	7,68
M10,D27,H19	2,90	6,75	8,52	2,90	6,75	8,52
M10,D27,H20	2,59	5,99	8,72	2,59	5,99	8,72
M10,D27,H21	2,28	5,24	8,92	2,28	5,24	8,92
M10,D27,H22	1,96	4,49	9,12	1,96	4,49	9,12
M10,D27,H23	1,65	3,73	9,31	1,65	3,73	9,31
M10,D27,H24	1,34	2,98	9,51	1,34	2,98	9,51
M10,D28,H01	1,03	2,22	9,71	1,03	2,22	9,71
M10,D28,H02	1,47	2,09	10,60	1,47	2,09	10,60
M10,D28,H03	1,92	1,96	11,50	1,92	1,96	11,50
M10,D28,H04	2,37	1,82	12,50	2,37	1,82	12,50
M10,D28,H05	2,82	1,69	13,40	2,82	1,69	13,40
M10,D28,H06	3,27	1,56	14,30	3,27	1,56	14,30
M10,D28,H07	3,71	1,43	15,20	3,71	1,43	15,20
M10,D28,H08	6,17	1,60	16,30	6,17	1,60	16,30
M10,D28,H09	8,62	1,78	17,50	8,62	1,78	17,50
M10,D28,H10	11,10	1,95	18,60	11,10	1,95	18,60
M10,D28,H11	13,50	2,13	19,70	13,50	2,13	19,70
M10,D28,H12	16,00	2,30	20,80	16,00	2,30	20,80
M10,D28,H13	18,40	2,47	22,00	18,40	2,47	22,00
M10,D28,H14	20,50	2,66	23,40	20,50	2,66	23,40
M10,D28,H15	22,60	2,85	24,80	22,60	2,85	24,80
M10,D28,H16	24,70	3,04	26,20	24,70	3,04	26,20
M10,D28,H17	26,80	3,23	27,60	26,80	3,23	27,60
M10,D28,H18	28,90	3,42	29,10	28,90	3,42	29,10
M10,D28,H19	31,00	3,61	30,50	31,00	3,61	30,50
M10,D28,H20	33,60	5,16	29,40	33,60	5,16	29,40
M10,D28,H21	36,20	6,72	28,40	36,20	6,72	28,40
M10,D28,H22	38,80	8,27	27,30	38,80	8,27	27,30
M10,D28,H23	41,50	9,82	26,30	41,50	9,82	26,30
M10,D28,H24	44,10	11,40	25,30	44,10	11,40	25,30
M10,D29,H01	46,70	12,90	24,20	46,70	12,90	24,20
M10,D29,H02	49,20	15,10	25,10	49,20	15,10	25,10
M10,D29,H03	51,70	17,20	25,90	51,70	17,20	25,90
M10,D29,H04	54,30	19,40	26,80	54,30	19,40	26,80
M10,D29,H05	56,80	21,60	27,60	56,80	21,60	27,60
M10,D29,H06	59,30	23,70	28,50	59,30	23,70	28,50
M10,D29,H07	61,90	25,90	29,30	61,90	25,90	29,30
M10,D29,H08	60,30	27,20	26,90	60,30	27,20	26,90
M10,D29,H09	58,70	28,50	24,40	58,70	28,50	24,40
M10,D29,H10	57,10	29,80	21,90	57,10	29,80	21,90
M10,D29,H11	55,50	31,10	19,40	55,50	31,10	19,40
M10,D29,H12	53,90	32,40	16,90	53,90	32,40	16,90
M10,D29,H13	52,30	33,60	14,40	52,30	33,60	14,40
M10,D29,H14	51,20	34,00	14,10	51,20	34,00	14,10
M10,D29,H15	50,00	34,30	13,90	50,00	34,30	13,90
M10,D29,H16	48,90	34,60	13,60	48,90	34,60	13,60
M10,D29,H17	47,70	34,90	13,40	47,70	34,90	13,40
M10,D29,H18	46,50	35,20	13,10	46,50	35,20	13,10
M10,D29,H19	45,40	35,50	12,90	45,40	35,50	12,90
M10,D29,H20	44,90	38,90	12,50	44,90	38,90	12,50
M10,D29,H21	44,40	42,30	12,10	44,40	42,30	12,10
M10,D29,H22	44,00	45,70	11,80	44,00	45,70	11,80
M10,D29,H23	43,50	49,10	11,40	43,50	49,10	11,40
M10,D29,H24	43,10	52,50	11,00	43,10	52,50	11,00
M10,D30,H01	42,60	55,90	10,70	42,60	55,90	10,70
M10,D30,H02	42,20	58,20	11,30	42,20	58,20	11,30
M10,D30,H03	41,70	60,50	11,90	41,70	60,50	11,90
M10,D30,H04	41,30	62,80	12,50	41,30	62,80	12,50
M10,D30,H05	40,90	65,10	13,10	40,90	65,10	13,10
M10,D30,H06	40,40	67,40	13,70	40,40	67,40	13,70
M10,D30,H07	40,00	69,70	14,30	40,00	69,70	14,30
M10,D30,H08	37,90	72,50	13,80	37,90	72,50	13,80
M10,D30,H09	35,80	75,30	13,20	35,80	75,30	13,20
M10,D30,H10	33,70	78,10	12,70	33,70	78,10	12,70
M10,D30,H11	31,60	80,90	12,10	31,60	80,90	12,10
M10,D30,H12	29,40	83,70	11,60	29,40	83,70	11,60
M10,D30,H13	27,30	86,50	11,10	27,30	86,50	11,10
M10,D30,H14	29,10	87,10	12,90	29,10	87,10	12,90
M10,D30,H15	30,90	87,70	14,80	30,90	87,70	14,80
M10,D30,H16	32,70	88,30	16,70	32,70	88,30	16,70
M10,D30,H17	34,40	88,90	18,60	34,40	88,90	18,60
M10,D30,H18	36,20	89,50	20,40	36,20	89,50	20,40
M10,D30,H19	38,00	90,10	22,30	38,00	90,10	22,30
M10,D30,H20	37,30	88,90	20,10	37,30	88,90	20,10
M10,D30,H21	36,60	87,70	18,00	36,60	87,70	18,00
M10,D30,H22	35,90	86,50	15,80	35,90	86,50	15,80
M10,D30,H23	35,20	85,30	13,60	35,20	85,30	13,60
M10,D30,H24	34,50	84,10	11,50	34,50	84,10	11,50
M10,D31,H01	33,80	82,90	9,29	33,80	82,90	9,29
M10,D31,H02	33,00	79,90	8,59	33,00	79,90	8,59
M10,D31,H03	32,30	77,00	7,89	32,30	77,00	7,89
M10,D31,H04	31,50	74,00	7,19	31,50	74,00	7,19
M10,D31,H05	30,80	71,10	6,49	30,80	71,10	6,49
M10,D31,H06	30,00	68,20	5,79	30,00	68,20	5,79
M10,D31,H07	29,30	65,20	5,10	29,30	65,20	5,10
M10,D31,H08	29,70	68,30	4,84	29,70	68,30	4,84
M10,D31,H09	30,20	71,40	4,59	30,20	71,40	4,59
M10,D31,H10	30,60	74,40	4,34	30,60	74,40	4,34
M10,D31,H11	31,10	77,50	4,09	31,10	77,50	4,09
M10,D31,H12	31,60	80,50	3,84	31,60	80,50	3,84
M10,D31,H13	32,00	83,60	3,59	32,00	83,60	3,59
M10,D31,H14	30,30	84,70	3,59	30,30	84,70	3,59
M10,D31,H15	28,60	85,90	3,60	28,60	85,90	3,60
M10,D31,H16	26,90	87,00	3,61	26,90	87,00	3,61
M10,D31,H17	25,20	88,10	3,62	25,20	88,10	3,62
M10,D31,H18	23,50	89,30	3,62	23,50	89,30	3,62
M10,D31,H19	21,90	90,40	3,63	21,90	90,40	3,63
M10,D31,H20	21,20	90,00	3,25	21,20	90,00	3,25
M10,D31,H21	20,60	89,60	2,86	20,60	89,60	2,86
M10,D31,H22	20,00	89,20	2,47	20,00	89,20	2,47
M10,D31,H23	19,40	88,80	2,09	19,40	88,80	2,09
M10,D31,H24	18,80	88,30	1,70	18,80	88,30	1,70
M11,D01,H01	18,20	87,90	1,32	18,20	87,90	1,32
M11,D01,H02	18,40	88,00	2,02	18,40	88,00	2,02
M11,D01,H03	18,60	88,00	2,73	18,60	88,00	2,73
M11,D01,H04	18,80	88,00	3,43	18,80	88,00	3,43
M11,D01,H05	19,00	88,00	4,14	19,00	88,00	4,14
M11,D01,H06	19,20	88,10	4,84	19,20	88,10	4,84
M11,D01,H07	19,40	88,10	5,54	19,40	88,10	5,54
M11,D01,H08	20,40	84,30	6,42	20,40	84,30	6,42
M11,D01,H09	21,50	80,50	7,30	21,50	80,50	7,30
M11,D01,H10	22,50	76,70	8,18	22,50	76,70	8,18
M11,D01,H11	23,60	73,00	9,06	23,60	73,00	9,06
M11,D01,H12	24,60	69,20	9,94	24,60	69,20	9,94
M11,D01,H13	25,60	65,40	10,80	25,60	65,40	10,80
M11,D01,H14	27,10	60,50	12,50	27,10	60,50	12,50
M11,D01,H15	28,50	55,60	14,10	28,50	55,60	14,10
M11,D01,H16	30,00	50,70	15,80	30,00	50,70	15,80
M11,D01,H17	31,50	45,80	17,40	31,50	45,80	17,40
M11,D01,H18	32,90	40,90	19,10	32,90	40,90	19,10
M11,D01,H19	34,40	36,00	20,70	34,40	36,00	20,70
M11,D01,H20	33,70	34,50	21,50	33,70	34,50	21,50
M11,D01,H21	33,00	32,90	22,30	33,00	32,90	22,30
M11,D01,H22	32,30	31,30	23,10	32,30	31,30	23,10
M11,D01,H23	31,70	29,70	23,90	31,70	29,70	23,90
M11,D01,H24	31,00	28,10	24,70	31,00	28,10	24,70
M11,D02,H01	30,30	26,50	25,40	30,30	26,50	25,40
M11,D02,H02	30,80	24,50	25,60	30,80	24,50	25,60
M11,D02,H03	31,30	22,50	25,70	31,30	22,50	25,70
M11,D02,H04	31,80	20,50	25,80	31,80	20,50	25,80
M11,D02,H05	32,30	18,50	25,90	32,30	18,50	25,90
M11,D02,H06	32,90	16,50	26,00	32,90	16,50	26,00
M11,D02,H07	33,40	14,60	26,10	33,40	14,60	26,10
M11,D02,H08	32,80	15,60	24,80	32,80	15,60	24,80
M11,D02,H09	32,30	16,60	23,60	32,30	16,60	23,60
M11,D02,H10	31,80	17,60	22,30	31,80	17,60	22,30
M11,D02,H11	31,30	18,60	21,00	31,30	18,60	21,00
M11,D02,H12	30,80	19,60	19,70	30,80	19,60	19,70
M11,D02,H13	30,30	20,70	18,40	30,30	20,70	18,40
M11,D02,H14	29,00	23,00	17,30	29,00	23,00	17,30
M11,D02,H15	27,80	25,30	16,10	27,80	25,30	16,10
M11,D02,H16	26,50	27,60	15,00	26,50	27,60	15,00
M11,D02,H17	25,30	29,90	13,80	25,30	29,90	13,80
M11,D02,H18	24,00	32,30	12,70	24,00	32,30	12,70
M11,D02,H19	22,80	34,60	11,50	22,80	34,60	11,50
M11,D02,H20	21,70	37,30	11,10	21,70	37,30	11,10
M11,D02,H21	20,70	40,00	10,70	20,70	40,00	10,70
M11,D02,H22	19,60	42,70	10,30	19,60	42,70	10,30
M11,D02,H23	18,60	45,40	9,96	18,60	45,40	9,96
M11,D02,H24	17,50	48,10	9,57	17,50	48,10	9,57
M11,D03,H01	16,50	50,80	9,18	16,50	50,80	9,18
M11,D03,H02	16,20	52,70	9,72	16,20	52,70	9,72
M11,D03,H03	16,00	54,50	10,30	16,00	54,50	10,30
M11,D03,H04	15,80	56,40	10,80	15,80	56,40	10,80
M11,D03,H05	15,60	58,30	11,40	15,60	58,30	11,40
M11,D03,H06	15,40	60,20	11,90	15,40	60,20	11,90
M11,D03,H07	15,20	62,10	12,40	15,20	62,10	12,40
M11,D03,H08	16,10	62,70	13,60	16,10	62,70	13,60
M11,D03,H09	17,00	63,30	14,80	17,00	63,30	14,80
